ID do hospede,Nome do hospede,Cidade,Bairro,Tipo de imovel,Preço,Minimo de noite,Numero de avaliações,Ultima avaliação,Avaliação por mês,contagem calculada de listagens de hospede,disponibilidade 365
3358348,Jennifer,Brooklyn,Crown Heights,Entire home/apt,97,1,0,,,1,63
269235140,Ronnie,Manhattan,Hell's Kitchen,Entire home/apt,560,1,0,,,1,32
269235465,Jolien,Manhattan,Harlem,Entire home/apt,315,1,0,,,1,5
269236041,Marquita,Manhattan,Harlem,Entire home/apt,222,6,0,,,1,18
271528362,Terri,Staten Island,Grymes Hill,Entire home/apt,175,1,0,,,1,350
270292053,Teufik,Manhattan,Chelsea,Entire home/apt,350,3,3,7/3/2019,3,1,345
232596712,Jessica,Manhattan,Upper West Side,Entire home/apt,583,30,0,,,6,343
256090291,Dan,Manhattan,Greenwich Village,Entire home/apt,200,30,0,,,1,363
271432195,Mohamed,Manhattan,East Harlem,Entire home/apt,175,1,1,7/5/2019,1,1,307
52115380,Erika,Queens,Glendale,Entire home/apt,125,7,0,,,1,39
2390913,Peter,Brooklyn,Crown Heights,Entire home/apt,85,4,0,,,1,50
8094859,Elizabeth,Brooklyn,Boerum Hill,Entire home/apt,190,1,0,,,1,148
271568898,Gabriel & Aquanna,Brooklyn,Cypress Hills,Entire home/apt,150,1,0,,,1,9
271581236,Amir,Manhattan,Midtown,Entire home/apt,179,30,0,,,1,242
269556381,Yolanda,Manhattan,Greenwich Village,Entire home/apt,300,4,0,,,1,336
13231566,Jordan,Manhattan,East Harlem,Entire home/apt,100,14,0,,,1,52
270041172,Madison,Manhattan,Greenwich Village,Entire home/apt,350,1,0,,,1,363
102848162,Daniel,Manhattan,Upper West Side,Entire home/apt,149,1,1,7/3/2019,1,1,189
116305897,Laura,Manhattan,Upper West Side,Entire home/apt,180,30,0,,,9,311
212865,Waad,Brooklyn,Williamsburg,Entire home/apt,150,90,0,,,1,91
10407935,Meng,Manhattan,SoHo,Entire home/apt,89,1,0,,,8,71
10407935,Meng,Manhattan,West Village,Entire home/apt,89,1,0,,,8,72
10407935,Meng,Manhattan,West Village,Entire home/apt,89,1,0,,,8,72
93723961,Kevin,Queens,Astoria,Entire home/apt,99,2,0,,,1,94
55363509,Eli,Brooklyn,Gravesend,Entire home/apt,150,3,0,,,1,172
118853924,Sayar,Bronx,North Riverdale,Entire home/apt,150,30,0,,,1,89
116305897,Laura,Manhattan,Upper West Side,Entire home/apt,150,30,0,,,9,343
61784887,Landon,Brooklyn,Fort Greene,Entire home/apt,250,2,0,,,1,46
44183725,Neelam,Manhattan,Chelsea,Entire home/apt,185,3,1,7/1/2019,1,1,7
250126499,Jeff,Manhattan,Hell's Kitchen,Entire home/apt,250,1,0,,,1,8
713116,June,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,145,4,0,,,1,41
35652410,Kate,Manhattan,Upper West Side,Entire home/apt,170,4,0,,,1,30
47334774,Sally,Manhattan,Chelsea,Entire home/apt,300,2,0,,,1,168
3868762,Fabio,Manhattan,Chelsea,Entire home/apt,550,4,0,,,1,34
271667012,Dilenny,Bronx,Pelham Bay,Entire home/apt,55,7,0,,,1,179
271663737,Jesse,Brooklyn,Williamsburg,Entire home/apt,99,1,0,,,1,297
217692384,Gabriel,Manhattan,SoHo,Entire home/apt,240,2,0,,,1,90
129654782,Kevon,Queens,Richmond Hill,Entire home/apt,150,3,0,,,1,179
1196848,Kim,Manhattan,West Village,Entire home/apt,229,2,0,,,1,10
7464960,Charlie,Manhattan,Upper East Side,Entire home/apt,200,2,0,,,1,47
219908197,Anthony,Brooklyn,Williamsburg,Entire home/apt,595,2,0,,,3,340
261953214,Kumar,Queens,Jamaica Estates,Entire home/apt,280,1,0,,,1,330
7441368,Chris And Jamie,Manhattan,Hell's Kitchen,Entire home/apt,175,1,0,,,2,270
268119922,Francisco,Brooklyn,Sunset Park,Entire home/apt,200,2,0,,,1,322
53620244,Chiara,Queens,Long Island City,Entire home/apt,180,1,1,7/4/2019,1,1,334
229381517,Pavel,Brooklyn,Prospect Heights,Entire home/apt,250,1,0,,,2,175
153616576,Erica,Brooklyn,Bushwick,Entire home/apt,250,1,0,,,1,188
8415945,Dennis,Manhattan,Greenwich Village,Entire home/apt,157,3,1,6/28/2019,1,1,169
55814811,Doni,Manhattan,Lower East Side,Entire home/apt,198,3,0,,,1,5
270307751,Charles,Manhattan,Lower East Side,Entire home/apt,320,4,0,,,1,160
271015294,Natalia,Manhattan,Hell's Kitchen,Entire home/apt,250,3,0,,,1,259
14499116,Michal,Manhattan,Stuyvesant Town,Entire home/apt,250,20,0,,,1,30
206115,Christian,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,0,,,1,182
30933227,Dipti,Manhattan,Kips Bay,Entire home/apt,130,30,1,6/28/2019,1,1,54
260209224,Lotay,Queens,Jackson Heights,Entire home/apt,67,2,0,,,3,134
34274867,Sarah,Manhattan,Washington Heights,Entire home/apt,300,4,0,,,1,319
13605253,Kerrey,Queens,Springfield Gardens,Entire home/apt,95,2,0,,,1,81
47785320,Cristina,Manhattan,Upper East Side,Entire home/apt,150,30,0,,,1,66
62154352,Emily,Manhattan,Harlem,Entire home/apt,150,2,0,,,1,40
271844440,Timothy,Queens,Rockaway Beach,Entire home/apt,139,1,0,,,3,166
14098199,Lucas,Brooklyn,Williamsburg,Entire home/apt,250,5,0,,,1,209
240367821,Javon,Manhattan,Harlem,Entire home/apt,132,2,0,,,1,199
270583057,Reccie M.,Manhattan,Washington Heights,Entire home/apt,195,5,0,,,1,270
63389796,Diana,Queens,Rockaway Beach,Entire home/apt,150,1,5,7/7/2019,5,1,79
44032493,Veronica,Queens,Ditmars Steinway,Entire home/apt,200,4,0,,,1,117
21515253,Jenny,Manhattan,Hell's Kitchen,Entire home/apt,209,1,1,6/30/2019,1,2,32
201361410,Jonah,Queens,Ridgewood,Entire home/apt,55,20,0,,,1,28
271885652,Elizabeth,Queens,Rockaway Beach,Entire home/apt,159,1,0,,,4,166
60811527,Mariana,Manhattan,East Village,Entire home/apt,220,15,0,,,1,61
8084384,Kara,Brooklyn,Fort Greene,Entire home/apt,220,2,0,,,1,3
267016512,Alexis,Queens,Hollis,Entire home/apt,99,1,0,,,1,139
1387341,Dan,Manhattan,SoHo,Entire home/apt,250,2,0,,,1,247
271349926,Monika,Manhattan,East Village,Entire home/apt,250,3,0,,,1,220
229381517,Pavel,Brooklyn,Prospect Heights,Entire home/apt,250,1,0,,,2,158
21515253,Jenny,Manhattan,Hell's Kitchen,Entire home/apt,209,1,0,,,2,112
44929652,Lawanne,Brooklyn,East Flatbush,Entire home/apt,200,3,1,7/6/2019,1,4,357
271928929,Asil,Manhattan,Hell's Kitchen,Entire home/apt,75,1,4,7/5/2019,4,1,98
242376689,Xiuzhen,Queens,Long Island City,Entire home/apt,150,5,0,,,1,15
21802668,Domenica,Manhattan,East Harlem,Entire home/apt,250,17,0,,,1,46
4169722,Jophiel,Manhattan,Harlem,Entire home/apt,100,2,0,,,1,11
270613726,Benjamin,Manhattan,East Village,Entire home/apt,225,3,0,,,1,231
78501032,Eileen,Manhattan,Hell's Kitchen,Entire home/apt,134,1,0,,,1,0
270629822,Jasson,Manhattan,East Harlem,Entire home/apt,199,3,3,7/2/2019,3,1,349
272049968,Samuel,Queens,Arverne,Entire home/apt,90,1,0,,,1,39
219573002,Camille,Manhattan,Washington Heights,Entire home/apt,125,2,0,,,1,2
44995980,Ann,Manhattan,Lower East Side,Entire home/apt,179,10,0,,,1,313
48164151,Todd,Brooklyn,Sunset Park,Entire home/apt,250,3,0,,,1,85
139995595,Eli,Manhattan,Upper West Side,Entire home/apt,115,30,0,,,1,103
271844440,Timothy,Queens,Rockaway Beach,Entire home/apt,129,1,0,,,3,172
52997121,Iwona,Queens,Jamaica,Entire home/apt,250,1,0,,,4,90
272080566,Sarah,Queens,Elmhurst,Entire home/apt,199,2,0,,,1,157
272081051,Isabelle,Manhattan,Washington Heights,Entire home/apt,99,3,0,,,1,34
183950711,Livne,Manhattan,Gramercy,Entire home/apt,125,30,0,,,1,119
271885652,Elizabeth,Queens,Rockaway Beach,Entire home/apt,139,1,1,7/5/2019,1,4,171
23732730,Buddy,Bronx,City Island,Entire home/apt,1000,1,0,,,4,90
13422723,Zoē,Brooklyn,Flatbush,Entire home/apt,90,4,1,7/3/2019,1,1,14
1134155,Hadeel,Manhattan,Morningside Heights,Entire home/apt,150,2,0,,,1,33
222487531,Andi,Manhattan,East Village,Entire home/apt,215,2,0,,,1,109
84749340,Pierre,Manhattan,Upper West Side,Entire home/apt,245,1,0,,,1,287
272118165,Feliks,Manhattan,Chinatown,Entire home/apt,155,5,0,,,1,165
30730392,Vlada,Brooklyn,Clinton Hill,Entire home/apt,122,4,1,6/29/2019,1,1,31
272127488,Jim&Daniela,Brooklyn,Bushwick,Entire home/apt,80,1,0,,,2,13
266092932,Blanca,Manhattan,Hell's Kitchen,Entire home/apt,229,2,0,,,2,335
247335568,Evelyn,Queens,Long Island City,Entire home/apt,200,1,0,,,7,5
193345547,Victorine,Brooklyn,Bushwick,Entire home/apt,110,1,1,7/7/2019,1,2,353
193345547,Victorine,Brooklyn,Bushwick,Entire home/apt,135,1,0,,,2,331
47604405,Mariana,Brooklyn,Williamsburg,Entire home/apt,50,28,0,,,1,274
270214015,Rogelio,Manhattan,Hell's Kitchen,Entire home/apt,2999,30,0,,,1,222
272166348,Mary Rotsen,Manhattan,Upper East Side,Entire home/apt,1999,30,0,,,1,270
23732730,Buddy,Bronx,City Island,Entire home/apt,600,1,0,,,4,44
167024334,Mani,Brooklyn,Bushwick,Entire home/apt,150,2,0,,,2,331
272243990,Victoria,Manhattan,Midtown,Entire home/apt,180,1,0,,,1,57
84163854,Martha,Manhattan,Upper West Side,Entire home/apt,162,2,0,,,1,12
144606000,Tiffany,Manhattan,Upper West Side,Entire home/apt,250,14,0,,,1,34
29590865,Colleen,Brooklyn,Bay Ridge,Entire home/apt,125,5,0,,,1,15
3061951,Wissam,Manhattan,Midtown,Entire home/apt,190,5,0,,,1,10
167024334,Mani,Brooklyn,Bushwick,Entire home/apt,120,1,0,,,2,339
140997060,Amy,Manhattan,Upper West Side,Entire home/apt,275,3,0,,,2,24
2485019,Vera,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,4,0,,,1,14
6754647,Daniel,Manhattan,Upper East Side,Entire home/apt,161,1,0,,,1,22
177067211,Ian,Brooklyn,Crown Heights,Entire home/apt,99,15,0,,,1,34
272308792,Takeshia,Bronx,Longwood,Entire home/apt,85,1,1,7/6/2019,1,1,14
5723770,Olive,Manhattan,Chelsea,Entire home/apt,750,1,0,,,1,89
43388555,Kristen,Manhattan,Washington Heights,Entire home/apt,120,2,0,,,1,37
192572987,Stewart,Manhattan,Upper West Side,Entire home/apt,125,2,0,,,1,0
266149167,Jhon Carlos,Manhattan,Chelsea,Entire home/apt,234,2,0,,,1,19
160895899,Patty,Brooklyn,Crown Heights,Entire home/apt,167,3,0,,,1,166
272327753,Robert,Brooklyn,Bay Ridge,Entire home/apt,200,1,2,7/8/2019,2,1,356
268248281,Jimmy,Manhattan,Chelsea,Entire home/apt,225,3,0,,,1,80
272342845,Marc,Brooklyn,Bushwick,Entire home/apt,120,30,0,,,2,338
60983246,Carlos,Brooklyn,Borough Park,Entire home/apt,103,6,0,,,1,18
9676462,Iris,Brooklyn,Williamsburg,Entire home/apt,200,30,0,,,1,62
5288346,Lauren,Manhattan,Upper East Side,Entire home/apt,120,1,1,7/1/2019,1,1,1
272342845,Marc,Brooklyn,Bushwick,Entire home/apt,160,2,0,,,2,359
158718264,Hoda,Manhattan,Hell's Kitchen,Entire home/apt,199,1,0,,,1,36
46232598,Caitlin,Manhattan,Upper East Side,Entire home/apt,150,1,1,7/1/2019,1,1,130
127388906,Carrie,Queens,Astoria,Entire home/apt,120,3,0,,,1,32
90929344,Caroline,Queens,Astoria,Entire home/apt,200,1,0,,,1,2
271844440,Timothy,Queens,Rockaway Beach,Entire home/apt,99,1,1,7/4/2019,1,3,176
12776694,Oren,Manhattan,Upper East Side,Entire home/apt,250,8,0,,,1,39
211353297,Kiko,Manhattan,East Harlem,Entire home/apt,125,3,0,,,1,25
272485928,Michael,Manhattan,SoHo,Entire home/apt,600,3,0,,,1,179
272485617,Jean-Joseph,Bronx,Port Morris,Entire home/apt,117,4,0,,,1,290
271885652,Elizabeth,Queens,Rockaway Beach,Entire home/apt,99,1,1,7/6/2019,1,4,162
43461100,Keren,Manhattan,Upper West Side,Entire home/apt,240,7,0,,,1,35
67670026,Deb,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,2,0,,,1,17
8986298,Amory,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,0,,,1,43
208514239,Melki,Brooklyn,Williamsburg,Entire home/apt,170,1,1,7/7/2019,1,3,340
268598775,Al,Manhattan,Lower East Side,Entire home/apt,249,3,0,,,1,91
49346143,Nicole,Manhattan,Nolita,Entire home/apt,270,3,0,,,1,152
1687367,Mike,Manhattan,Harlem,Entire home/apt,199,2,0,,,1,71
272571748,Maurissa,Brooklyn,Canarsie,Entire home/apt,160,2,0,,,1,349
15550310,Oda,Brooklyn,Greenpoint,Entire home/apt,115,3,0,,,1,8
272596313,David Bruce,Manhattan,Gramercy,Entire home/apt,150,7,0,,,1,29
35783912,Pi & Leo,Bronx,Fordham,Entire home/apt,178,2,0,,,8,89
43282809,Sue Ellen,Queens,Rockaway Beach,Entire home/apt,125,1,0,,,1,67
105620188,Michail,Queens,Belle Harbor,Entire home/apt,350,3,0,,,1,41
66486652,Micah,Manhattan,Upper East Side,Entire home/apt,242,3,0,,,1,17
85261578,Ted,Brooklyn,Flatbush,Entire home/apt,195,5,0,,,1,6
24856484,Mike,Manhattan,Murray Hill,Entire home/apt,400,2,0,,,1,66
6186588,Julio,Manhattan,Morningside Heights,Entire home/apt,150,2,0,,,1,10
23780133,Justine,Manhattan,Nolita,Entire home/apt,180,3,0,,,1,14
272747109,Lynn,Manhattan,Kips Bay,Entire home/apt,220,4,0,,,1,78
23905369,Shadi,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,3,0,,,1,165
10002937,Cameron,Manhattan,Washington Heights,Entire home/apt,85,1,0,,,1,1
95143048,Jeffree,Manhattan,East Village,Entire home/apt,200,2,0,,,2,314
444904,Janine,Staten Island,St. George,Entire home/apt,100,365,0,,,1,342
272787571,Rj,Manhattan,Harlem,Entire home/apt,125,4,0,,,1,158
159239228,Touie,Manhattan,Hell's Kitchen,Entire home/apt,190,4,0,,,1,158
6077516,Juliana,Brooklyn,Downtown Brooklyn,Entire home/apt,200,3,0,,,1,0
272796645,Toby,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,199,2,0,,,1,141
194377959,Natasha,Manhattan,Tribeca,Entire home/apt,250,21,0,,,1,66
272815283,Chen,Queens,Long Island City,Entire home/apt,180,1,0,,,1,60
272816114,Schmid,Manhattan,Financial District,Entire home/apt,170,1,1,7/6/2019,1,1,323
179256587,Ali,Queens,Sunnyside,Entire home/apt,95,5,0,,,1,42
137094460,Adesola,Queens,Springfield Gardens,Entire home/apt,100,2,0,,,1,13
271624892,Alex,Manhattan,Hell's Kitchen,Entire home/apt,330,1,0,,,1,180
272829356,David,Manhattan,Upper East Side,Entire home/apt,230,3,0,,,1,350
199696316,Joanna,Brooklyn,Crown Heights,Entire home/apt,150,2,0,,,1,6
6432439,Annie,Manhattan,West Village,Entire home/apt,299,3,0,,,1,107
24187843,Lucy,Queens,Astoria,Entire home/apt,180,2,0,,,1,365
179384567,Isa,Brooklyn,East Flatbush,Entire home/apt,159,7,0,,,1,343
272842040,Aly,Manhattan,Upper East Side,Entire home/apt,225,2,0,,,1,39
7460932,Wylie,Brooklyn,Columbia St,Entire home/apt,94,5,0,,,1,5
261612429,Peter,Manhattan,East Village,Entire home/apt,207,30,0,,,1,55
272317337,Boris,Manhattan,Hell's Kitchen,Entire home/apt,170,3,0,,,1,188
272856249,Alex,Manhattan,Gramercy,Entire home/apt,300,10,0,,,1,33
29570399,Sean,Manhattan,Upper East Side,Entire home/apt,210,2,0,,,1,106
264621546,Marcelo,Manhattan,East Village,Entire home/apt,400,2,0,,,1,90
272865451,Roberto,Brooklyn,Williamsburg,Entire home/apt,280,2,0,,,1,318
49037454,Nicole,Manhattan,Chelsea,Entire home/apt,150,5,0,,,1,4
272872092,Chris,Queens,Forest Hills,Entire home/apt,16,9,1,7/7/2019,1,1,322
99927578,Maria,Manhattan,Hell's Kitchen,Entire home/apt,300,5,0,,,1,83
15439713,Javier,Manhattan,Chelsea,Entire home/apt,181,1,0,,,1,4
45623497,Kristy,Manhattan,Battery Park City,Entire home/apt,105,30,0,,,1,31
17211451,Jamila,Brooklyn,Clinton Hill,Entire home/apt,84,30,0,,,1,39
174496733,Francis,Bronx,Clason Point,Entire home/apt,379,3,0,,,1,167
235530740,Ana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,0,,,3,152
66404497,Gabbie,Manhattan,Gramercy,Entire home/apt,250,7,0,,,1,12
200927536,Manu,Brooklyn,Bushwick,Entire home/apt,129,5,0,,,3,351
271275048,Isaac,Manhattan,Chelsea,Entire home/apt,109,30,0,,,2,363
55108207,Angela,Brooklyn,Prospect Heights,Entire home/apt,450,3,0,,,1,31
217362657,Josua,Manhattan,Upper West Side,Entire home/apt,520,30,0,,,1,310
273024325,Margaret,Manhattan,Nolita,Entire home/apt,316,30,0,,,1,310
143725634,Jennifer,Queens,Long Island City,Entire home/apt,450,2,0,,,1,321
214095681,Pavel And Sarah,Queens,Sunnyside,Entire home/apt,74,15,0,,,2,22
273038911,Denise,Manhattan,Inwood,Entire home/apt,349,2,0,,,1,365
219987377,Iryna,Brooklyn,Brighton Beach,Entire home/apt,150,7,0,,,1,7
111768943,Kristin,Manhattan,Tribeca,Entire home/apt,169,6,0,,,1,55
273059367,Efsun,Queens,Long Island City,Entire home/apt,250,2,0,,,1,76
217732163,Sandy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1369,1,0,,,1,349
74773867,Kailey,Brooklyn,Park Slope,Entire home/apt,150,1,1,7/5/2019,1,1,8
273057459,Lutfu,Manhattan,Chelsea,Entire home/apt,299,2,0,,,1,157
143730512,Stephen,Queens,Long Island City,Entire home/apt,350,2,0,,,1,312
30283594,Kara,Manhattan,Upper East Side,Entire home/apt,269,30,0,,,121,333
30283594,Kara,Manhattan,Upper East Side,Entire home/apt,269,30,0,,,121,318
25498509,Michael,Brooklyn,Clinton Hill,Entire home/apt,100,1,0,,,1,6
28586423,Danielle,Staten Island,Stapleton,Entire home/apt,450,5,0,,,1,88
245712163,Urvashi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1749,1,0,,,1,303
25585857,Lukas,Manhattan,Upper East Side,Entire home/apt,275,6,0,,,1,73
180397183,Xiao,Manhattan,Hell's Kitchen,Entire home/apt,320,1,0,,,1,90
273086651,Andres,Queens,Richmond Hill,Entire home/apt,185,3,0,,,1,32
264971021,Raul,Manhattan,Midtown,Entire home/apt,325,2,0,,,1,324
269342470,Bracha,Brooklyn,Windsor Terrace,Entire home/apt,100,1,0,,,2,11
45631198,Arturo,Brooklyn,East Flatbush,Entire home/apt,63,1,0,,,1,19
5958193,Majo,Queens,Ridgewood,Entire home/apt,140,2,0,,,1,62
2019485,Maria,Manhattan,Morningside Heights,Entire home/apt,103,3,0,,,1,40
273101976,Jp,Queens,Astoria,Entire home/apt,169,3,0,,,1,151
178272943,Sharon,Queens,Jamaica,Entire home/apt,250,1,0,,,4,69
138379336,Karin,Manhattan,SoHo,Entire home/apt,285,5,0,,,1,365
273108831,RoseMarie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,3,0,,,1,365
107434423,Blueground,Manhattan,Flatiron District,Entire home/apt,321,30,0,,,232,330
107434423,Blueground,Manhattan,Theater District,Entire home/apt,303,30,0,,,232,318
107434423,Blueground,Manhattan,SoHo,Entire home/apt,466,30,0,,,232,354
107434423,Blueground,Manhattan,Midtown,Entire home/apt,338,30,0,,,232,325
107434423,Blueground,Manhattan,Midtown,Entire home/apt,343,30,0,,,232,324
107434423,Blueground,Manhattan,Tribeca,Entire home/apt,269,30,0,,,232,193
107434423,Blueground,Manhattan,Chelsea,Entire home/apt,421,30,0,,,232,292
107434423,Blueground,Manhattan,Tribeca,Entire home/apt,314,30,0,,,232,299
269146714,Clinton,Manhattan,West Village,Entire home/apt,333,2,0,,,1,336
167089974,Elise,Manhattan,Harlem,Entire home/apt,202,3,0,,,1,205
86365675,Aoife,Queens,Astoria,Entire home/apt,150,5,0,,,1,348
21357175,Tomy,Manhattan,Washington Heights,Entire home/apt,107,4,0,,,1,9
167092099,Gili,Manhattan,Upper East Side,Entire home/apt,188,1,0,,,1,179
273078104,Luli,Manhattan,Upper East Side,Entire home/apt,239,1,0,,,1,15
6524294,Natascha,Manhattan,Upper East Side,Entire home/apt,400,5,0,,,2,363
262999899,Eduard,Manhattan,Hell's Kitchen,Entire home/apt,239,7,0,,,1,77
269870940,Farina,Manhattan,Financial District,Entire home/apt,75,1,1,7/3/2019,1,1,181
273288629,Hailey,Queens,Astoria,Entire home/apt,150,2,0,,,1,359
17682620,Michel,Manhattan,Hell's Kitchen,Entire home/apt,300,5,0,,,1,34
271799,Emmanuel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,0,,,2,316
264810896,Christine,Manhattan,Upper West Side,Entire home/apt,240,3,0,,,1,58
119005168,Noah,Manhattan,Theater District,Entire home/apt,400,2,0,,,1,3
91268177,Beatriz,Manhattan,Chelsea,Entire home/apt,299,3,0,,,4,220
14598000,Daniel,Brooklyn,Williamsburg,Entire home/apt,200,4,0,,,2,315
273344288,Ann,Brooklyn,Midwood,Entire home/apt,180,1,0,,,1,57
273347409,Alex,Manhattan,Financial District,Entire home/apt,430,3,0,,,1,42
273354185,Lee & Luffy,Bronx,Castle Hill,Entire home/apt,98,3,0,,,7,169
273354185,Lee & Luffy,Bronx,Castle Hill,Entire home/apt,128,2,0,,,7,167
273361532,David & Amy,Manhattan,Upper West Side,Entire home/apt,110,3,2,7/5/2019,2,1,15
12268556,Carlos,Manhattan,Tribeca,Entire home/apt,349,3,0,,,1,11
36205885,Eddy,Queens,Ridgewood,Entire home/apt,80,1,0,,,3,163
54706499,Eberly,Manhattan,Upper East Side,Entire home/apt,250,2,0,,,1,16
15870918,Sofia,Manhattan,West Village,Entire home/apt,200,2,0,,,1,6
270278177,Victoria,Brooklyn,Flatlands,Entire home/apt,78,1,0,,,1,86
273424772,Cyrus,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200,5,0,,,1,156
160175680,Chiara,Queens,Ridgewood,Entire home/apt,75,15,0,,,1,22
135363269,Hal,Brooklyn,Sunset Park,Entire home/apt,120,3,0,,,1,320
35141789,Janey,Manhattan,Upper East Side,Entire home/apt,100,10,0,,,1,21
273524881,Shannon,Manhattan,Financial District,Entire home/apt,158,7,0,,,1,70
3449848,V,Manhattan,Chelsea,Entire home/apt,350,3,0,,,1,8
273546395,Allen,Brooklyn,Bushwick,Entire home/apt,165,3,0,,,1,364
273519401,Geraldo,Manhattan,Gramercy,Entire home/apt,299,1,0,,,1,168
273544738,Jane,Manhattan,Nolita,Entire home/apt,176,2,0,,,1,324
48434623,Mariana,Queens,Long Island City,Entire home/apt,85,20,0,,,1,51
90870599,Claris,Manhattan,Financial District,Entire home/apt,225,4,0,,,1,79
1256264,Michelle,Manhattan,Chelsea,Entire home/apt,450,5,0,,,1,167
273568164,Doug,Manhattan,Lower East Side,Entire home/apt,198,30,0,,,1,152
6948761,Angela,Brooklyn,Clinton Hill,Entire home/apt,400,5,0,,,1,13
185936267,Serena,Manhattan,Lower East Side,Entire home/apt,200,3,0,,,1,89
108640056,Osi,Manhattan,Lower East Side,Entire home/apt,350,1,0,,,1,131
14563616,Anna/Phillip,Manhattan,Chelsea,Entire home/apt,215,1,0,,,2,127
2628658,Marc-Antoine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,30,0,,,2,45
273547720,Cedric,Brooklyn,Bushwick,Entire home/apt,170,30,0,,,1,360
273596828,Enoma,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,3,0,,,1,133
273613106,Jose L.,Manhattan,East Harlem,Entire home/apt,139,1,0,,,1,354
273619215,Layla,Manhattan,Upper West Side,Entire home/apt,750,4,0,,,1,174
273619304,Tural,Brooklyn,Sea Gate,Entire home/apt,99,4,0,,,1,19
224309949,Efrat,Manhattan,Midtown,Entire home/apt,325,5,0,,,1,298
273632292,Pete,Queens,Ridgewood,Entire home/apt,110,24,0,,,1,183
68862521,Megan,Queens,Rockaway Beach,Entire home/apt,150,1,0,,,1,88
273025497,Richard,Brooklyn,Fort Greene,Entire home/apt,107,1,0,,,1,49
70653354,John,Manhattan,Lower East Side,Entire home/apt,235,1,0,,,1,349
273644177,Merce,Manhattan,Harlem,Entire home/apt,137,1,0,,,1,35
268796947,Derreck,Queens,Long Island City,Entire home/apt,396,3,0,,,5,351
237217643,Yakir,Manhattan,Hell's Kitchen,Entire home/apt,220,28,0,,,1,167
1568269,Skylar,Brooklyn,Greenpoint,Entire home/apt,85,8,0,,,1,10
107434423,Blueground,Manhattan,Upper East Side,Entire home/apt,393,30,0,,,232,307
107434423,Blueground,Manhattan,Nolita,Entire home/apt,316,30,0,,,232,325
107434423,Blueground,Manhattan,Hell's Kitchen,Entire home/apt,385,30,0,,,232,338
107434423,Blueground,Manhattan,Hell's Kitchen,Entire home/apt,267,30,0,,,232,228
107434423,Blueground,Brooklyn,Williamsburg,Entire home/apt,278,30,0,,,232,188
107434423,Blueground,Manhattan,East Village,Entire home/apt,365,30,0,,,232,295
273741577,Lynn,Manhattan,East Village,Entire home/apt,178,1,0,,,1,35
121384174,Luciana Paula,Brooklyn,Park Slope,Entire home/apt,111,8,0,,,1,0
33917435,Mike,Manhattan,Lower East Side,Entire home/apt,150,4,1,7/6/2019,1,1,13
62763569,Yuting,Brooklyn,Williamsburg,Entire home/apt,99,3,0,,,1,14
273772372,Richard,Manhattan,West Village,Entire home/apt,144,1,0,,,1,110
6608220,Matt,Brooklyn,Brooklyn Heights,Entire home/apt,550,3,1,7/7/2019,1,1,230
23899462,Florencia,Manhattan,Harlem,Entire home/apt,90,7,0,,,1,23
223715460,Simon And Julian,Brooklyn,Williamsburg,Entire home/apt,499,30,0,,,1,365
246222122,Anna,Manhattan,East Village,Entire home/apt,198,2,0,,,2,344
266294029,Carolina,Manhattan,Midtown,Entire home/apt,245,2,0,,,1,79
53602261,Ray,Queens,Long Island City,Entire home/apt,375,2,0,,,1,364
133288905,Cherie,Manhattan,Midtown,Entire home/apt,369,4,0,,,3,4
11270687,Lauren,Manhattan,Upper West Side,Entire home/apt,150,2,0,,,1,74
273824202,David,Manhattan,Murray Hill,Entire home/apt,129,2,0,,,1,0
11454384,Ellen,Manhattan,Tribeca,Entire home/apt,700,3,0,,,1,37
73211393,LaGabrell,Queens,Long Island City,Entire home/apt,350,2,0,,,1,364
271885652,Elizabeth,Queens,Rockaway Beach,Entire home/apt,89,1,0,,,4,175
3827238,Tarek,Brooklyn,Carroll Gardens,Entire home/apt,170,30,0,,,1,64
255815505,Feliks,Brooklyn,Williamsburg,Entire home/apt,245,4,0,,,1,156
273849259,Alexander,Brooklyn,Bushwick,Entire home/apt,120,1,0,,,1,363
1338608,Dan,Manhattan,Murray Hill,Entire home/apt,250,5,0,,,1,233
8411075,Ramiro,Brooklyn,Bushwick,Entire home/apt,119,2,0,,,1,5
46876102,Philippe,Manhattan,Upper East Side,Entire home/apt,250,45,0,,,1,83
71473447,Andrea,Manhattan,Chelsea,Entire home/apt,225,7,0,,,1,20
